Nom de la Recette,Ingredients,Puree Preparation,Duree Cuisson,Duree Repos,Etapes de Preparation,URL Recette,URL_Image,Ingredient_lem_token,Ingredient_stem_token
Gâteau carémique au cacao,3 tasses de farine tout usage//2 c. à café de bicarbonate de soude//6 c. à soupe de poudre de cacao//1 c. à café de sel fin//2 tasses de sucre//3 c. à soupe de vinaigre blanc//2 c. à café d’extrait de vanille//¾ tasse d’huile végétale//2 tasses d’eau froide//1 tasse de noix hachées (facultatif)//sucre glace (facultatif),,45 min,,"Tamiser la farine, le bicarbonate de soude, la poudre de cacao et le sel dans un bol et mélanger.//Dans un autre bol, mélanger le sucre, le vinaigre, l’extrait de vanille et l’eau. Fouetter ensemble jusqu’à ce que le sucre soit dissous. Ajouter l’huile et fouetter pour émulsionner.//Ajouter les ingrédients secs aux ingrédients humides et mélanger jusqu’à former une pâte lisse. Ajouter les noix hachées.//Préchauffez le four à 180°C/350°F.//Versez la pâte dans un moule à gateau et lissez le dessus avec une spatule.//Enfourner et cuire pendant environ 45 minutes, jusqu’à ce qu’un testeur inséré au centre du gâteau en ressorte propre.//Lorsque le gâteau a refroidi, saupoudrer de sucre glace avant de déguster.",https://www.cuisine-libre.org/gateau-de-careme-au-cacao,https://www.cuisine-libre.org/local/cache-gd2/19/591f53746cc6527a519b87b2518035.jpg?1644800560,noix végétale huile hachée eau glace café ¾ vanille sucre froide ao sel bicarbonate farine facultatif blanc vinaigre tasse poudre,noix vinaigr eau vegetal hache glace bicarbon vanil tas farin cafe ao sel poudr facultatif blanc froid huil sucr
Gâteau serpent de mai,¾ tasse de sucre//½ c. à café de clous de girofle moulus//1½ c. à café de muscade moulue//zeste d’une orange//1 c. à café de bicarbonate de soude//¾ c. à café de sel//4½ tasses de farine+ 2 c. à soupe//½ tasse de beurre//¾ tasse de miel+ 3 c. à soupe//½ tasse de café expresso fort//⅓ tasse d’amaretto ou de rhum//1 œuf battu//⅓ tasses de confiture de cerises sauvages ou de framboises//4 grains de café//écorce d’orange confite tranchée,30 min,30 min,,"Préchauffez le four à 200°C/400°F.//Posez la pâte sur une surface farinée et divisez-la en deux.//Roulez la moitié de la pâte en un boudin de 45 cm de long. Creusez une profonde rainure au centre, sur toute la longueur et remplissez-la de confiture. Remontez les bords pour refermer le boudin en appuyant pour les sceller.//Déposez le boudin de pâte sur une plaque à pâtisserie tapissée de papier cuisson. Disposez-le en spirale. Pincez l’une des extrémités pour l’effiler comme la queue d’un serpent et donnez une forme triangulaire à l’autre extrémité pour évoquer la tête du serpent. Enfoncez deux grains de café pour figurer les yeux. Disposez des écorces d’orange confite pour évoquer les écailles.//Recommencez de même avec l’autre moitié de pâte.//Enfournez et laissez cuire 30 minutes.",https://www.cuisine-libre.org/gateau-serpent-de-mai,https://www.cuisine-libre.org/local/cache-gd2/1a/edd70f5d30d8f090bb75e496f39a5c.jpg?1644794782,framboise moulue zeste battu clou expresso confiture œuf fort girofle grain orange beurre café rhum sauvage cerise ¾ sucre confite muscade sel ½ bicarbonate farine amaretto écorce tranchée tasse ⅓ moulu miel,battu expresso muscad girofl fort grain ceri ecorc oeuf tranche bicarbon rhum tas farin cafe moulu sauvag zest clou sel amaretto beurr miel framboi orang confitur confit sucr
Cookies d’amour,"300 g de sucre roux//250 g de beurre salé//1 œuf (50 g)//375 g de farine de blé bio//1 pincée de fleur de sel//2,5 g de levure//150 g de gingembre confit//300 g de pépites de chocolat noir 70 %//1 tour de moulin à poivre",15 min,15 min,,"1 - Mélanger le sucre et le beurre pommade.//2 - Mélanger la farine, la levure, le gingembre.//Mélanger 1 et 2 puis en dernier ajouter la fleur de sel.//Sur la feuille de papier sulfurisé étaler la patte en rond de 6 à 7 cm et cuire au four a 140°C entre 15 et 20 minutes.",https://www.cuisine-libre.org/cookies-d-amour,https://www.cuisine-libre.org/local/cache-gd2/58/4b83f51a385c56f001f4f39a21fa7f.jpg?1675533975,œuf pépite salé tour roux beurre chocolat fleur noir sucre gingembre blé sel farine poivre levure moulin bio confit,pepit ble sale levur tour oeuf roux farin chocolat fleur noir sel gingembr moulin poivr bio beurr confit sucr
Madeleines au citron,2 œufs//120 g de sucre//1 citron biologique//100 g de farine//1 sachet de levure//1 dl d’huile d’olive au citron,20 min,15 min,,"Mélanger vigoureusement le sucre et les œufs avec un fouet jusqu’à ce que le mélange devienne pâle et homogène.//Prélever 1 petite cuillère de levure, mélanger avec la farine, et verser progressivement sur les œufs en ne cessant pas de remuer.//Râper la moitié du zeste du citron et l’ajouter.//Verser progressivement l’huile d’olive en filet, comme pour une mayonnaise, et mélanger soigneusement.//Répartir le mélange dans les moules à madeleines en faisant attention à ne les remplir qu’aux deux tiers, car les madeleines gonflent à la cuisson.//Glisser dans le four préchauffé à 210°C et cuire un quart d’heure.",https://www.cuisine-libre.org/madeleines-au-citron,https://www.cuisine-libre.org/local/cache-gd2/e2/72f369a5a5a56596a6f0dd939e0394.jpg?1644795020,citron olive farine œuf levure sachet sucre dl huile biologique,citron oliv levur sachet oeuf huil dl biologiqu farin sucr
Pavlova aux framboises,3 blancs d’œufs//1 cuillère à café de fécule de maïs//1 trait de citron//170 g de sucre en poudre//20 g de sucre glace//250 ml de crème liquide//15 g de sucre en poudre//115 g de yaourt à la framboise (par exemple 1 pot de yaourt Framboise Délicate des 2 Vaches)//250 g de framboises//115 g de yaourt à la framboise,30 min,4 min,20 min,"Préchauffer le four à 120°C. Pendant ce temps, fouetter les œufs avec le jus de citron et la fécule de maïs à vitesse moyenne pendant 4 minutes environ jusqu’à ce que le mélange devienne mousseux. Accélérer petit à petit la vitesse et ajouter le sucre en pluie. Battre de plus en plus vite et ajouter le sucre glace à la fin. La meringue doit être épaisse, onctueuse et brillante. Placer la crème fleurette au congélateur pendant 20 minutes (plus elle sera froide, mieux elle montera).//Sur une plaque allant au four, disposer une feuille de papier cuisson. Avec une spatule ou une poche à douille, verser la meringue sur la plaque en formant un cercle. Former un creux au centre, visuellement une forme de nid doit apparaître. Enfourner durant une heure. Sortir la meringue et la laisser refroidir sur le plan de travail.//Monter la crème liquide en chantilly en ajoutant petit à petit le sucre. Lorsque la crème est bien montée et ferme, ajouter délicatement le yaourt et mélanger. Déposer la crème chantilly sur la meringue refroidie. Répartir un peu de yaourt et parsemer de framboises. Servir immédiatement.",https://www.cuisine-libre.org/pavlova-aux-framboises,https://www.cuisine-libre.org/local/cache-gd2/80/00338712393be2bbbb9b07b7a57512.jpg?1644794497,délicate citron framboise vache crème fécule œuf glace blanc sucre maï liquide yaourt exemple trait poudre café cuillère,exempl citron poudr delic creme cuiller glace liquid vach blanc oeuf mai sucr yaourt trait framboi fecul cafe
Macarons caroube noisette,2 œufs séparés//185 g de sucre en poudre//2 cuil. à soupe de caroube en poudre//250 g de noix de coco râpée//60 g de noisettes hachées//100 g de caroube fondu,20 min,15 min,,"Préchauffez le four à 180°C (th 4).//Battez les blancs d’œufs en neige. Ajoutez le sucre, une cuillère à chaque fois, en continuant de battre régulièrement.//Battez les jaunes d’œuf avec la poudre de caroube. Incorporez délicatement au mélange précédent. Ajoutez la noix de coco et les noisettes hachées.//Disposez de petits monticules de pâte sur des plaques de four légèrement huilées et faites cuire pendant 15 minutes, jusqu’à ce que les macarons soient fermes.//Laissez refroidir sur les plaques. Saupoudrez de caroube fondu.",https://www.cuisine-libre.org/macarons-caroube-noisette,https://www.cuisine-libre.org/local/cache-gd2/2f/16abb81349d086245a40457b7e35ac.jpg?1644796741,séparé œuf noix coco sucre râpée caroube hachée poudre noisette cuil,hache poudr noix coco oeuf separ rape noisett sucr caroub cuil
Gâteau des abeilles de Litha,2 œufs//100 g de sucre//150 g de farine//1 sachet de levure//1 pincée de sel//5 c. à soupe de miel d’acacia//un peu de lait//un peu d’huile neutre//un peu de beurre//un peu de sucre glace,15 min,30 min,,"Préchauffer le four à 220°C et beurrer un moule.//En fouettant énergiquement, mélanger dans une vasque le sucre et les œufs pour que cela mousse.//Incorporer le miel, le lait, l’huile, la farine, la levure et le sel en remuant fort pour que cela soit une belle crème lisse.//Verser la pâte dans le moule et saupoudrer de sucre glace.//Faire cuire pendant une demie heure en vérifiant la cuisson.",https://www.cuisine-libre.org/gateau-au-miel-de-litha,https://www.cuisine-libre.org/local/cache-gd2/07/ecadd460485fd018c9d49a2cda10e6.jpg?1644795046,neutre a farine œuf levure sachet glace sucre ia lait beurre huile miel sel,a levur glace sachet oeuf neutr ia huil beurr lait sel miel farin sucr
Pouding chômeur,"250 mL de farine//125 mL de sucre cristallisé//7,5 mL de levure chimique//60 mL de lait//75 mL de beurre ramolli//1 œuf//raisins secs//1 gousse de vanille//autres épices (facultatif)  : noix de muscade, zeste de citron…//125 mL d’eau//190 mL de sirop d’érable//190 mL de cassonade//125 mL de crème fraîche (liquide)",20 min,45 min,30 min,"Ce gâteau est un classique Québécois, avec autant de recettes que de familles. Notez la difficulté d’obtenir la bonne consistance alvéolé du pouding, permettant à la sauce d’imbiber le gâteau sans le ramollir.",https://www.cuisine-libre.org/pouding-chomeur,https://www.cuisine-libre.org/local/cache-gd2/30/9762543b7742545540233bf343c8d8.jpg?1644797532,crème sec noix zeste épice eau raisin autre cassonade œuf fraîche liquide beurre sirop vanille sucre lait gousse muscade citron farine facultatif levure chimique cristallisé érable,gous sec noix cristalli chimiqu eau raisin muscad erabl epic autr creme levur liquid oeuf vanil fraich farin sirop lait zest citron facultatif cassonad beurr sucr
Gâteau de cormes,500 g de cormes blettes//100 g de beurre//200 g de sucre fin//1 œuf//150 g de farine//1 c. à café de cannelle//1 c. à café de levure chimique,20 min,30 min,,"Récoltez vos cormes et laissez-les blettir. Mettez-les dans une casserole, couvrez d’eau et portez à ébullition. Quand elles sont tendres, réduisez-les en purée au moulin à légumes ou à l’étamine.//Réduisez le beurre en pommade, ajoutez le sucre et l’œuf, puis la purée de cormes. Mélangez soigneusement avec farine, cannelle, levure et sel. Homogénéisez le tout, versez la pâte obtenue dans un moule beurré.//Cuisez à four moyen, thermostat 4 pendant 25 à 30 minutes. Pour vérifier la cuisson, une lame de couteau plantée dans votre gâteau doit ressortir sèche.",https://www.cuisine-libre.org/gateau-de-cormes,https://www.cuisine-libre.org/local/cache-gd2/52/9320285a382e7ad48d76522dc9e14a.jpg?1667149271,œuf café farine levure chimique sucre blette corme cannelle beurre,corm levur oeuf chimiqu cafe beurr blett cannel farin sucr
Mouchous,350 g de pâte d’amandes//100 g de sucre glace//1 sachet de sucre vanillé//3 blancs d’œufs//1 cuillerée à soupe de marmelade d’abricots,25 min,20 min,,"Verser la pâte d’amandes dans une terrine, ajouter 2 blancs d’œufs et travailler le mélange jusqu’à une consistance bien souple et homogène. Ajouter alors le sucre glace et le sachet de sucre vanillé.//Continuer à travailler cette pâte pendant 5 minutes, puis incorporer le troisième blanc d’œuf et la cuillerée de marmelade d’abricots (qui ajoutera du moelleux à la préparation).//Mettre cette pâte dans une poche à douille. Tapisser la tôle du four de papier sulfurisé et disposer des petits tas de pâte de 2 à 3 cm de diamètre sur le papier, en les espaçant bien (procéder éventuellement en deux fois). Aplatir légèrement le dessus en utilisant un pinceau à pâtisserie humecté d’eau légèrement sucrée.//Enfourner les macarons dans le bas du four et les faire cuire à 190°C pendant une vingtaine de minutes. Les surveiller pour vérifier qu’ils ne colorent pas trop vite, sinon baisser la température à 175 ou 180°C. Sortir la tôle du four et faire glisser un peu d’eau très froide entre le papier et la tôle. Laisser refroidir doucement pour détacher les macarons du papier sulfurisé",https://www.cuisine-libre.org/mouchous,https://www.cuisine-libre.org/local/cache-gd2/1a/25f9df085b56ae9bf23d5bb8dff210.jpg?1644797917,glace œuf sachet blanc sucre cuillerée abricot amande vanillé pâte marmelade,cuillere glace sachet blanc oeuf abricot marmelad vanil pate amand sucr
Ginger biscuits,¾ tasse (165 g) de beurre tempéré//1 tasse (200 g) de sucre roux//1 œuf//¼ tasse ou 4 c. café bombées de Golden Syrup//2 tasses (300 g) de farine//2 c. café de levure//½ c. café de sel//2 c. café de gingembre en poudre//2 c. café de cannelle en poudre,20 min,15 min,,"Les biscuits doivent être très croustillants. Si ce n’est pas le cas, les faire cuire de nouveau.",https://www.cuisine-libre.org/ginger-biscuits,https://www.cuisine-libre.org/local/cache-gd2/7a/00048d39ebd6d8cd3f2722b88b70e4.jpg?1644799087,¼ bombée œuf syrup roux café beurre ¾ sucre cannelle golden gingembre tempéré sel ½ farine levure tasse poudre,poudr gingembr levur oeuf temper cafe golden syrup beurr roux bombe sel cannel tas farin sucr
Gâteau au chocolat sans beurre,200 g de chocolat noir à dessert//2 ou 3 œufs//200 à 300 g de compote de pommes//50 g de farine de blé//1 sachet de levure//100 g de sucre,10 min,20 min,,"Préchauffer le four à 180°C.//Faites fondre le chocolat au bain marie sans le toucher.//Pendant ce temps battre les œufs et le sucre dans un saladier. Ajouter la farine et la levure, mélanger bien. Ajouter la compote de pomme.//Quand le chocolat est ramolli, mélangez-le dans la casserole jusqu’à ce qu’il soit lisse puis incorporez-le à la préparation tout en mélangeant.//Mettre le tout dans un moule légèrement beurré et fariné. Enfournez. Pendant la cuisson vous pouvez lécher les gamelles pleines de chocolat.//Le gâteau est cuit quand un couteau planté en ressort très légèrement imprégné.",https://www.cuisine-libre.org/gateau-au-chocolat-sans-beurre,https://www.cuisine-libre.org/local/cache-gd2/02/3aa13564c9873e1263303a149c495d.jpg?1644794933,chocolat dessert compote œuf pomme noir farine sachet levure sucre blé,chocolat dessert pomm compot levur noir oeuf sachet ble farin sucr
Gâteau de pain perdu,un saladier de pain rassis//3 œufs battus//50 g de beurre//raisins secs//1/2 verre de rhum//130 g de sucre en poudre//lait,30 min,1 h,,Préchauffer le four à 180°C.Hacher le pain et l’imbiber de lait.Mélanger tous les ingrédients au pain.Verser le tout dans un moule beurré.Cuire au four pendant 1h.,https://www.cuisine-libre.org/gateau-de-pain-perdu,https://www.cuisine-libre.org/local/cache-gd2/db/81b89e86abb361f3b44d4814ad3a93.jpg?1644794980,pain poudre œuf sec sucre rassi rhum lait battu raisin beurre verre saladier,pain saladi poudr sec oeuf battu verr beurr lait raisin rassi rhum sucr
Gâteau chocolat et M&M’s,100 g de chocolat noir//80 g de sucre semoule//100 g de beurre//100 g de farine//1 sachet de levure chimique//3 œufs//50 g de M&M’s et quelques uns pour la décoration,10 min,15 min,5 min,"Préchauffer le four à température moyenne. Concasser les M&M’s. Faire fondre le chocolat au bain-marie avec un peu d’eau, ajouter le beurre, bien mélanger pour lisser. Incorporer le sucre, les œufs un à un puis la farine et la levure. Bien mélanger la pâte. Incorporer les M&M’s concassés.//Beurrer et fariner des petits moules individuels, y verser la pâte et cuire 15 minutes environ à four moyen.Juste avant la fin de la cuisson, déposer sur le dessus de chaque gâteau des M&M’s.//À la sortie du four, attendre un instant avant de démouler. Savourer tiède accompagné d’une boule de glace vanille ou froid avec de la crème anglaise.",https://www.cuisine-libre.org/gateau-chocolat-et-m-m-s,https://www.cuisine-libre.org/local/cache-gd2/69/c6b731853216ee45c207e054e5fc13.jpg?1644795614,chocolat farine œuf levure noir sachet sucre chimique un beurre décoration quelque semoule,chocolat quelqu levur noir sachet chimiqu oeuf decor semoul beurr un farin sucr
"Crumble de baies de sureau, pommes et spéculoos","175 g de baies de sureau//175 g de pomme golden ou autre//(1 grosse)//25 g de sucre semoule//3CS d’eau//50 g de beurre//100 g de speculoos//50 g de sucre semoule//Éplucher la pomme, ôter les trognons et la couper en petits morceaux//(si vous avez un alligator c’est le moment ☺)",,,,"Déposer les morceaux dans un plat, ajouter les baies de sureau ainsi que l’eau et la sucre ... mélanger//Répartir les fruits dans 4 platsMixer les spéculoos pour obtenir une fine chapelure, ajouter ensuite le beurre et le sucre ... mixer de nouveau pour obtenir une pâte compact//Séparer cette pâte en 4 part égales et répartir le crumble sur les 4 plats(à vous de choisir si vous voulez de gros morceaux de crumble ou des plus petits)Déposer les plats sur la plaque du four et cuire +- 30min à 200°C ensuite passer quelques minutes sous le grill jusqu’à coloration//Passez les crumbles quelques secondes au Micro onde avant de servir",https://www.cuisine-libre.org/crumble-de-baies-de-sureau-pommes-et-speculoos,https://www.cuisine-libre.org/local/cache-gd2/f0/56400c0042467427fe25ea1a520514.jpg?1645880676,speculoo eau semoule couper bay autre éplucher alligator beurre sucre golden morceau moment pomme sureau ôter c trognon petit,petit oter eau couper autr semoul pomm epluch bai golden moment trognon allig sureau c morceaux speculoo beurr sucr
Brioche de Saint-Genix,20 g de levure de boulanger//2 c. soupe de lait//170 g de beurre clarifié//3 œufs//20 g de sucre//350 g de farine//1 pincée de sel//1 peu d’eau de fleur d’oranger//200 g de pralines roses//3 c. soupe de sucre casson,1 h 30,30 min,12 h,"Délayez la levure avec le lait, ajoutez le beurre fondu, mélangez bien, ajoutez ensuite les œufs entiers un à un puis le sucre, la farine, le sel et la fleur d’oranger.//Pétrissez à la main. La pâte doit se décoller des mains et des doigts.//Réservez ce pâton une nuit au réfrigérateur, sans pousse préalable.//Le lendemain matin étalez la pâte sur une surface farinée, pliez-la en quatre et recommencez cette opération à deux reprises. Ajoutez-y alors 150 g de pralines concassées.//Placez dans un moule anti-adhésif de 22 cm environ, qui passe au four.//Laissez lever 2 heures. Dorez le dessus. Ajoutez quelques pralines entières et du sucre casson. Enfournez 30 minutes à 160°C.",https://www.cuisine-libre.org/gateau-de-saint-genix,https://www.cuisine-libre.org/local/cache-gd2/ad/ddd6405875db3fc33b2f0b9c949a08.jpg?1644796082,oranger boulanger casson fleur farine œuf levure rose praline sucre clarifié lait eau beurre sel,casson fleur levur rose clarifi oeuf pralin sucr beurr lait sel eau orang farin boulang
Biscuits de Noël glacés au sucre,"240 g de farine//½ c. à thé de sel//½ c. à thé de poudre à pâte (levure chimique)//150 g de beurre de beurre doux, à température ambiante//200 g de sucre//1 gros œuf//1 gros jaune d’œuf//1 c. à thé d’extrait de vanille pure//180 g de sucre glace//1 blanc d’œuf//colorant alimentaire (rouge ou vert)",30 min,10 min,2 h,"Mélanger la farine, le sel et levure ensemble.//Dans le bol du mélangeur, crémer le beurre et le sucre pendant 2 minutes. Ajouter l’œuf et le jaune et battre encore une minute ou deux, puis ajouter la vanille.Réduire la vitesse du batteur et ajouter le mélange de farine.Travailler la pâte juste assez assez pour qu’elle soit souple.//Envelopper la pâte de film alimentaire et réfrigérer 2 heures.//Centrer la grille dans le four et le préchauffer à 180°C. Préparer deux plaques à biscuits en les tapissant de papier parchemin ou de tapis de silicone.//Sur un plan de travail fariné, abaisser la pâte sur une épaisseur d’½ cm. Découper les biscuits à l’emporte-pièce et les déposer sur les plaques de cuisson.//Cuire les biscuits 9 à 11 minutes.À la sortie du four, laisser reposer 5 minutes avant de les transférer sur une grille de refroidissement.//Au batteur électrique, mélanger le blanc d’œuf et le sucre glace. Si le mélange est trop liquide, ajouter du sucre à glacer. Si le mélange est trop épais, détendre avec quelques gouttes de jus de citron. Séparer en deux moitiés et ajouter le colorant alimentaire à l’une des deux.//Étendre le glaçage sur les biscuits à la spatule ou avec la douille en formant des motifs décoratifs.",https://www.cuisine-libre.org/biscuits-de-noel-glaces-au-sucre,https://www.cuisine-libre.org/local/cache-gd2/70/6b09f4ce061e5a2e4dffa50eaee31c.jpg?1644795463,doux température œuf glace colorant pâte beurre vanille sucre ambiante vert jaune sel ½ alimentaire farine levure chimique pure blanc thé poudre,temperatur chimiqu doux jaun pate levur glace oeuf vanil farin alimentair vert the sel poudr pure ambiant blanc beurr color sucr
Bouchées de datte à la spiruline,1 tasse de mélange de graines moulues//10 dattes dénoyautées//⅓ tasse de beurre d’amande//1 à 2 c. à café de poudre de spiruline//1 c. à café d’extrait de vanille//1 pincée de sel,20 min,,2 j,"Mixez les dates et le mélange de graines moulues avec un robot de cuisine.//Ajoutez le reste des ingrédients et mixez à nouveau, jusqu’à obtenir la consistance d’une pâte collante.//Faire de petites boules à l’aide d’une cuillère (une cuillère à café de pâte par bouchée).//Conserver au réfrigérateur pendant 2-3 jours ou congeler.//Dégustez !",https://www.cuisine-libre.org/bouchees-de-datte-a-la-spiruline,https://www.cuisine-libre.org/local/cache-gd2/e8/ab2a943e22ed71a383ed72a1bf6adf.jpg?1649092025,café poudre mélange spiruline vanille datte tasse sel graine ⅓ beurre amande dénoyautée moulue,poudr grain denoyaute melang moulu beurr spirulin sel datt vanil tas amand cafe
Pancake végétalien rapide,"1 tasse de farine de blé noir ou sarrasin//1 tasse de lait végétal : noisette, soja, amande..//1 cuillère à café rase de bicarbonate de soude//1 pincée de sel//grain de folie (facultatif) : pépites de chocolat, baies rouges…",3 min,3 min,,"Prendre votre bol ou saladier le plus pratique. Y mélanger rapidement l’ensemble des ingrédients, grain de folie inclus. S’il y a des grumeaux, ce n’est franchement pas grave !//Cuire à la poêle, en dosant environ une tasse de mélange par pancake. Attendre la fin des bulles pour retourner le pancake : 2 min environ, puis 1 min environ pour la deuxième face, selon votre goût !//Dégustez !",https://www.cuisine-libre.org/pancake-vegetalien-rapide,https://www.cuisine-libre.org/local/cache-gd2/57/693a0d7cb12c9d330a948664dd2a88.jpg?1644794262,végétal bay amande grain pépite café noisette chocolat noir folie lait rouge blé sel soja bicarbonate farine facultatif sarrasin rase tasse cuillère,pepit foli ble veget grain noisett bicarbon tas farin cafe chocolat cuiller noir roug bai lait sel soja facultatif sarrasin rase amand
Tarte à la crème de marron et coco,1 pâte sablée//500 g de crème de marron//250 g de crème fraîche//2 œufs//100 g de noix de coco râpée,5 min,40 min,,"Étaler la pâte et la faire cuire environ 20 minutes à 170°C.//Pendant ce temps battre les crèmes et les œufs ensemble. Étaler sur la pâte, saupoudrez de noix de coco et remettre au four 20 minutes environ. Il faut que se soit légèrement doré.",https://www.cuisine-libre.org/tarte-a-la-creme-de-marron,https://www.cuisine-libre.org/local/cache-gd2/ac/e830eb69c138c3088dfabe71bda859.jpg?1649104762,crème œuf noix coco fraîche marron râpée pâte sablée,creme noix coco oeuf rape marron sable pate fraich
Bottereaux angevins,1 kg de farine//2 sachets de levure//150 g de sucre//30 g de sucre vanillé//2 c. à café de sel//½ verre de lait//1 verre à liqueur de kirsch//eau de fleur d’oranger//125 g de beurre ramolli//5 œufs entiers,1 h,1 h,2 h,"Dans un malaxeur, mélanger les ingrédients dans l’ordre. Malaxer pour obtenir une pâte lisse et souple. Placer dans un saladier fariné et laisser reposer deux heures au frais.//À l’issue de ce temps de repos découper la pâte en quatre morceaux et, à l’aide d’un rouleau à pâtisserie, aplatir jusqu’à un centimètre d’épaisseur puis découper en losanges.//Plonger les losanges dans l’huile de friture bouillante à 180°C et laisser dorer.//Placer les bottereaux cuits sur un papier absorbant pour absorber l’huile en excès.//Laisser refroidir avant de déguster.",https://www.cuisine-libre.org/bottereaux-angevins,https://www.cuisine-libre.org/local/cache-gd2/fc/fe32f43be1fc21c1b861eeba7e033f.jpg?1644862318,½ kirsch oranger fleur farine œuf levure sachet sucre lait beurre vanillé entier eau café verre liqueur sel,kirsch liqueur fleur levur sachet oeuf entier cafe verr beurr lait sel eau vanil orang farin sucr
Muffins au chocolat noir,275 g de farine//200 g chocolat noir//100 cl de lait//100 g de sucre//125 g de beurre//2 œufs//1 cuillère a café de levure//1 sachet de sucre vanillé,15 min,10 min,30 min,"Préchauffer le four à 190°C.//Mélanger la farine, le sucre, la levure et le sucre vanillé dans un saladier.//Battre les œufs à part. Faire fondre le beurre, l’ajouter aux œufs battus. Mettre le tout dans le saladier où se trouve la farine mélangée. Casser le chocolat en petites pépites.//Verser la pâte dans de petits moules. Enfourner et cuire 10 min.",https://www.cuisine-libre.org/muffins-au-chocolat-noir,https://www.cuisine-libre.org/local/cache-gd2/f8/675b4c88cb872ee2eb674d78c2c738.jpg?1644801132,chocolat café farine œuf levure noir sachet sucre lait vanillé beurre cuillère,chocolat cuiller levur noir oeuf sachet cafe beurr lait vanil farin sucr
Scones aux pralines,pralines roses concassées//1 œuf battu//1 verre de lait tiédi//80 g de beurre froid en dés//25 g de sucre vanillé//300 g de farine//8 g de levure,25 min,15 min,,"Tamiser ensemble la farine et la levure, ajouter le sucre. Faire pénétrer le beurre du bout des doigts pour obtenir une pâte sableuse.//Battre l’œuf avec le lait tiédi. Incorporer à la masse et pétrir légèrement. Amalgamer les pralines roses. Former une boule en ajoutant du lait au besoin.//Étaler sur un plan de travail fariné (1 à 2,5 cm). Découper des cercles de pâte avec un verre. Badigeonner la surface de lait au pinceau. Cuire 12-15 minutes au four à 180-200°C.",https://www.cuisine-libre.org/scones-aux-pralines,https://www.cuisine-libre.org/local/cache-gd2/d6/a90f32ad3da38183bb9389290ec19e.jpg?1644798219,œuf farine rose levure praline battu concassée tiédi sucre lait dé vanillé beurre verre,rose levur oeuf battu pralin verr concasse beurr lait farin tiedi vanil de sucr
Nian gao (gâteau chinois),"60 g de sucre en poudre//30 g de beurre//2 œufs//40 g de farine de riz//1 c. à soupe de farine de blé//20 cl de lait//80 g de fruits secs : jujube (datte chinoise), écorce d’orange confite, baies de goji, dattes, litchis séchés…",15 min,1 h,,"Dans un saladier, mélanger le sucre, le beurre et les jaunes d’œufs.//Ajouter la farine de blé ainsi que la moitié de la farine de riz, bien mélanger.//Lorsque le mélange est homogène, ajouter le lait et le reste de farine sans cesser de mélanger. Ajouter les fruits secs.//Monter les blancs d’œufs en neige ferme et les incorporer très délicatement au mélange précédant.//Beurrer un moule et y verser la préparation.//Couvrir et faire cuire à la vapeur pendant environ 1h.//Démouler après refroidissement et déguster !",https://www.cuisine-libre.org/nian-gao-gateau-chinois,https://www.cuisine-libre.org/local/cache-gd2/ab/31791cd6294c9cf8423e6c4280d0b1.jpg?1644794725,sec datte bay datte œuf séché orange riz beurre goji sucre confite lait blé chinoise jujube farine écorce fruit poudre litchi,jujub sec ble chinoi datt ecorc oeuf riz farin goji bai sucr lait poudr fruit beurr sech orang confit litchi
